id,alcohol,gluten_free,spicy,sugar,vegan,vegetarian,halal,casherut,id_user_insert,date_insert,id_user_update,date_update,deleted,date_delete
59,1,0,0,0,0,0,0,0,63,2021-07-21 08:48:58,63,2021-07-21 08:48:58,0,1971-01-01 00:00:00
60,1,0,0,0,0,0,0,0,63,2021-07-21 08:49:09,63,2021-07-21 08:49:09,0,1971-01-01 00:00:00
61,1,0,0,0,0,0,0,0,63,2021-07-21 08:49:21,63,2021-07-21 08:49:21,0,1971-01-01 00:00:00
62,1,0,0,0,0,0,0,0,63,2021-07-21 08:49:34,63,2021-07-21 08:49:34,0,1971-01-01 00:00:00
63,1,0,0,0,0,0,0,0,63,2021-07-21 08:49:53,63,2021-07-21 08:49:53,0,1971-01-01 00:00:00
64,1,0,0,0,0,0,0,0,63,2021-07-21 08:50:03,63,2021-07-21 08:50:03,0,1971-01-01 00:00:00
65,1,0,0,0,0,0,0,0,63,2021-07-21 08:50:15,63,2021-07-21 08:50:15,0,1971-01-01 00:00:00
66,1,0,0,0,0,0,0,0,63,2021-07-21 08:50:29,63,2021-07-21 08:50:29,0,1971-01-01 00:00:00
67,1,0,0,0,0,0,0,0,63,2021-07-21 08:50:45,63,2021-07-21 08:50:45,0,1971-01-01 00:00:00
68,1,0,0,0,0,0,0,0,63,2021-07-21 08:50:56,63,2021-07-21 08:50:56,0,1971-01-01 00:00:00
69,1,0,0,0,0,0,0,0,63,2021-07-21 08:51:05,63,2021-07-21 08:51:05,0,1971-01-01 00:00:00
70,1,0,0,0,0,0,0,0,63,2021-07-21 08:51:19,63,2021-07-21 08:51:19,0,1971-01-01 00:00:00
71,1,0,0,0,0,0,0,0,63,2021-07-21 08:51:30,63,2021-07-21 08:51:30,0,1971-01-01 00:00:00
72,1,0,0,0,0,0,0,0,63,2021-07-21 09:26:08,63,2021-07-21 09:26:08,0,1971-01-01 00:00:00
73,1,0,0,0,0,0,0,0,131,2021-07-21 10:44:17,131,2021-07-21 10:44:17,0,1971-01-01 00:00:00
74,1,0,0,0,0,0,0,0,131,2021-07-21 10:44:37,131,2021-07-21 10:44:37,0,1971-01-01 00:00:00
75,1,0,0,0,0,0,0,0,131,2021-07-21 10:44:51,27,2021-08-09 06:16:15,0,1971-01-01 00:00:00
76,1,0,0,0,0,0,0,0,131,2021-07-21 10:45:23,131,2021-07-21 10:45:23,0,1971-01-01 00:00:00
77,1,0,0,0,0,0,0,0,131,2021-07-21 10:45:38,131,2021-07-21 10:45:47,0,1971-01-01 00:00:00
78,1,0,0,0,0,0,0,0,131,2021-07-21 10:46:27,131,2021-07-21 10:48:07,0,1971-01-01 00:00:00
79,1,0,0,0,0,0,0,0,131,2021-07-21 10:47:12,131,2021-07-21 10:48:36,0,1971-01-01 00:00:00
80,1,0,0,0,0,0,0,0,131,2021-07-21 10:47:33,131,2021-07-21 10:48:49,0,1971-01-01 00:00:00
81,1,0,0,0,0,0,0,0,131,2021-07-21 10:47:55,131,2021-07-21 10:56:30,0,1971-01-01 00:00:00
82,0,0,0,0,0,0,0,0,131,2021-07-21 10:49:08,131,2021-07-21 10:49:08,0,1971-01-01 00:00:00
83,1,0,0,0,0,0,0,0,131,2021-07-21 10:49:32,131,2021-07-21 10:49:32,0,1971-01-01 00:00:00
84,1,0,0,0,0,0,0,0,131,2021-07-21 10:49:54,131,2021-07-21 10:57:20,0,1971-01-01 00:00:00
85,0,0,0,0,0,0,0,0,131,2021-07-21 10:53:47,131,2021-07-21 10:53:47,0,1971-01-01 00:00:00
86,0,0,0,0,0,0,0,0,131,2021-07-21 10:54:02,131,2021-07-21 10:54:02,0,1971-01-01 00:00:00
87,1,0,0,0,0,0,0,0,131,2021-07-21 10:54:16,131,2021-07-21 10:57:47,0,1971-01-01 00:00:00
88,1,0,0,0,0,0,0,0,131,2021-07-21 10:54:34,131,2021-07-21 10:57:59,0,1971-01-01 00:00:00
89,1,0,0,0,0,0,0,0,131,2021-07-21 10:54:52,131,2021-07-21 10:58:13,0,1971-01-01 00:00:00
90,1,0,0,0,0,0,0,0,131,2021-07-21 10:55:10,27,2021-08-09 06:19:14,0,1971-01-01 00:00:00
91,1,0,0,0,0,0,0,0,131,2021-07-21 10:55:29,27,2021-08-09 06:19:54,0,1971-01-01 00:00:00
92,1,0,0,0,0,0,0,0,131,2021-07-21 10:56:07,131,2021-07-21 10:56:07,0,1971-01-01 00:00:00
93,1,0,0,0,0,0,0,0,131,2021-07-21 10:58:35,131,2021-07-21 10:58:35,0,1971-01-01 00:00:00
94,1,0,0,0,0,0,0,0,131,2021-07-21 10:59:29,131,2021-07-21 10:59:29,0,1971-01-01 00:00:00
95,1,0,0,0,0,0,0,0,131,2021-07-21 10:59:48,131,2021-07-21 10:59:48,0,1971-01-01 00:00:00
96,1,0,0,0,0,0,0,0,131,2021-07-21 11:00:09,131,2021-07-21 11:00:09,0,1971-01-01 00:00:00
97,1,0,0,0,0,0,0,0,131,2021-07-21 11:00:38,131,2021-07-21 11:00:38,0,1971-01-01 00:00:00
98,1,0,0,0,0,0,0,0,131,2021-07-21 11:01:01,131,2021-07-21 11:01:01,0,1971-01-01 00:00:00
99,1,0,0,0,0,0,0,0,131,2021-07-21 11:01:22,131,2021-07-21 11:01:22,0,1971-01-01 00:00:00
100,1,0,0,0,0,0,0,0,131,2021-07-21 11:01:35,27,2021-08-09 06:22:24,0,1971-01-01 00:00:00
101,1,0,0,0,0,0,0,0,131,2021-07-21 11:01:50,27,2021-08-09 06:27:55,0,1971-01-01 00:00:00
102,1,0,0,0,0,0,0,0,131,2021-07-21 11:02:11,131,2021-07-21 11:02:11,0,1971-01-01 00:00:00
103,1,0,0,0,0,0,0,0,131,2021-07-21 11:02:37,131,2021-07-21 11:02:37,0,1971-01-01 00:00:00
104,1,0,0,0,0,0,0,0,131,2021-07-21 11:03:07,131,2021-07-21 11:03:07,0,1971-01-01 00:00:00
105,1,0,0,0,0,0,0,0,131,2021-07-21 11:03:33,131,2021-07-21 11:03:33,0,1971-01-01 00:00:00
106,1,0,0,0,0,0,0,0,131,2021-07-21 11:04:19,131,2021-07-21 11:04:19,0,1971-01-01 00:00:00
107,1,0,0,0,0,0,0,0,131,2021-07-21 11:04:42,131,2021-07-21 11:04:42,0,1971-01-01 00:00:00
108,1,0,0,0,0,0,0,0,131,2021-07-21 11:05:04,131,2021-07-21 11:05:04,0,1971-01-01 00:00:00
109,0,0,0,0,0,0,0,0,131,2021-07-21 11:05:30,131,2021-07-21 11:05:30,0,1971-01-01 00:00:00
110,1,0,0,0,0,0,0,0,131,2021-07-21 11:05:48,27,2021-08-09 06:29:42,0,1971-01-01 00:00:00
111,1,0,0,0,0,0,0,0,131,2021-07-21 11:06:24,131,2021-07-21 11:06:24,0,1971-01-01 00:00:00
112,1,0,0,0,0,0,0,0,131,2021-07-21 11:06:45,131,2021-07-21 11:06:45,0,1971-01-01 00:00:00
113,1,0,0,0,0,0,0,0,131,2021-07-21 11:07:05,131,2021-07-21 11:07:05,0,1971-01-01 00:00:00
114,1,0,0,0,0,0,0,0,131,2021-07-21 11:07:23,131,2021-07-21 11:07:23,0,1971-01-01 00:00:00
115,1,0,0,0,0,0,0,0,131,2021-07-21 11:07:50,131,2021-07-21 11:07:50,0,1971-01-01 00:00:00
116,1,0,0,0,0,0,0,0,131,2021-07-21 11:09:31,131,2021-07-21 11:09:31,0,1971-01-01 00:00:00
117,1,0,0,0,0,0,0,0,131,2021-07-21 11:09:55,131,2021-07-21 11:09:55,0,1971-01-01 00:00:00
118,1,0,0,0,0,0,0,0,131,2021-07-21 11:10:17,131,2021-07-21 11:10:17,0,1971-01-01 00:00:00
119,1,0,0,0,0,0,0,0,131,2021-07-21 11:10:43,131,2021-07-21 11:10:43,0,1971-01-01 00:00:00
120,1,0,0,0,0,0,0,0,131,2021-07-21 11:11:04,131,2021-07-21 11:11:04,0,1971-01-01 00:00:00
121,1,0,0,0,0,0,0,0,131,2021-07-21 11:11:39,131,2021-07-21 11:11:39,0,1971-01-01 00:00:00
122,1,0,0,0,0,0,0,0,131,2021-07-21 11:12:09,131,2021-07-21 11:12:09,0,1971-01-01 00:00:00
123,1,0,0,0,0,0,0,0,131,2021-07-21 11:12:28,131,2021-07-21 11:12:28,0,1971-01-01 00:00:00
124,1,0,0,0,0,0,0,0,131,2021-07-21 11:12:49,131,2021-07-21 11:12:49,0,1971-01-01 00:00:00
125,1,0,0,0,0,0,0,0,131,2021-07-21 11:13:36,131,2021-07-21 11:13:36,0,1971-01-01 00:00:00
126,1,0,0,0,0,0,0,0,131,2021-07-21 11:13:54,131,2021-07-21 11:13:54,0,1971-01-01 00:00:00
127,1,0,0,0,0,0,0,0,131,2021-07-21 11:14:13,131,2021-07-21 11:14:13,0,1971-01-01 00:00:00
128,1,0,0,0,0,0,0,0,131,2021-07-21 11:14:31,131,2021-07-21 11:14:31,0,1971-01-01 00:00:00
129,1,0,0,0,0,0,0,0,131,2021-07-21 11:14:48,131,2021-07-21 11:14:48,0,1971-01-01 00:00:00
130,1,0,0,0,0,0,0,0,131,2021-07-21 11:15:31,131,2021-07-21 11:15:31,0,1971-01-01 00:00:00
131,1,0,0,0,0,0,0,0,131,2021-07-21 11:15:50,131,2021-07-21 11:15:50,0,1971-01-01 00:00:00
132,0,0,0,0,0,0,0,0,63,2021-07-22 07:07:09,63,2021-07-22 07:07:09,0,1971-01-01 00:00:00
133,0,0,0,0,0,0,0,0,63,2021-07-22 07:07:36,63,2021-07-22 07:07:36,0,1971-01-01 00:00:00
134,0,0,0,0,0,0,0,0,63,2021-07-22 07:07:49,63,2021-07-22 07:07:49,0,1971-01-01 00:00:00
135,0,0,0,0,0,0,0,0,63,2021-07-22 07:08:00,63,2021-07-22 07:08:00,0,1971-01-01 00:00:00
136,0,0,0,0,0,0,0,0,63,2021-07-22 07:08:14,63,2021-07-22 07:08:14,0,1971-01-01 00:00:00
137,0,0,0,0,0,0,0,0,63,2021-07-22 07:08:38,63,2021-07-22 07:08:38,0,1971-01-01 00:00:00
138,0,0,0,0,0,0,0,0,63,2021-07-22 07:08:54,63,2021-07-22 07:08:54,0,1971-01-01 00:00:00
139,0,0,0,0,0,0,0,0,63,2021-07-22 07:09:15,63,2021-07-22 07:09:15,0,1971-01-01 00:00:00
140,0,0,0,0,0,0,0,0,63,2021-07-22 07:09:35,63,2021-07-22 07:09:35,0,1971-01-01 00:00:00
141,0,0,0,0,0,0,0,0,63,2021-07-22 07:09:53,63,2021-07-22 07:09:53,0,1971-01-01 00:00:00
142,1,0,0,0,0,0,0,0,63,2021-07-22 07:10:11,27,2021-08-09 09:02:20,0,1971-01-01 00:00:00
143,0,0,0,0,0,0,0,0,63,2021-07-22 07:10:28,63,2021-07-22 07:10:28,0,1971-01-01 00:00:00
144,0,0,0,0,0,0,0,0,63,2021-07-22 07:10:42,63,2021-07-22 07:10:42,0,1971-01-01 00:00:00
145,0,0,0,0,0,0,0,0,63,2021-07-22 07:10:56,63,2021-07-22 07:10:56,0,1971-01-01 00:00:00
146,0,0,0,0,0,0,0,0,63,2021-07-22 07:11:14,63,2021-07-22 07:11:14,0,1971-01-01 00:00:00
147,0,0,0,0,0,0,0,0,63,2021-07-22 07:11:24,63,2021-07-22 07:11:24,0,1971-01-01 00:00:00
148,0,0,0,0,0,0,0,0,63,2021-07-22 07:11:53,63,2021-07-22 07:11:53,0,1971-01-01 00:00:00
149,0,0,0,0,0,0,0,0,63,2021-07-22 07:12:07,63,2021-07-22 07:12:07,0,1971-01-01 00:00:00
150,0,0,0,0,0,0,0,0,63,2021-07-22 07:12:23,63,2021-07-22 07:12:23,0,1971-01-01 00:00:00
151,0,0,0,0,0,0,0,0,63,2021-07-22 07:12:37,63,2021-07-22 07:12:37,0,1971-01-01 00:00:00
152,0,0,0,0,0,0,0,0,63,2021-07-22 07:13:12,63,2021-07-22 07:13:12,0,1971-01-01 00:00:00
153,0,0,0,0,0,0,0,0,63,2021-07-22 07:15:45,27,2021-08-09 13:05:31,0,1971-01-01 00:00:00
154,0,0,0,0,0,0,0,0,63,2021-07-22 07:16:00,63,2021-07-22 07:16:00,0,1971-01-01 00:00:00
155,0,0,0,0,0,0,0,0,63,2021-07-22 07:16:14,63,2021-07-22 07:16:14,0,1971-01-01 00:00:00
156,0,0,0,0,0,0,0,0,63,2021-07-22 07:16:33,63,2021-07-22 07:16:33,0,1971-01-01 00:00:00
157,1,0,0,0,0,0,0,0,63,2021-07-22 07:16:54,63,2021-07-22 07:16:54,0,1971-01-01 00:00:00
158,0,0,0,0,0,0,0,0,63,2021-07-22 07:18:02,63,2021-07-22 07:18:02,0,1971-01-01 00:00:00
159,0,0,0,0,0,0,0,0,63,2021-07-22 07:18:24,27,2021-08-09 13:09:45,0,1971-01-01 00:00:00
160,0,0,0,0,0,0,0,0,63,2021-07-22 07:18:44,27,2021-08-09 13:13:59,0,1971-01-01 00:00:00
161,0,0,0,0,0,0,0,0,63,2021-07-22 07:18:59,27,2021-08-09 13:13:51,0,1971-01-01 00:00:00
162,0,0,0,0,0,0,0,0,63,2021-07-22 07:19:14,27,2021-08-09 13:14:09,0,1971-01-01 00:00:00
163,0,0,0,0,0,0,0,0,63,2021-07-22 07:19:30,27,2021-08-09 13:14:16,0,1971-01-01 00:00:00
164,1,0,0,0,0,0,0,0,63,2021-07-22 07:19:52,63,2021-07-22 07:19:52,0,1971-01-01 00:00:00
165,0,0,0,0,0,0,0,0,63,2021-07-22 07:20:16,63,2021-07-22 07:20:16,0,1971-01-01 00:00:00
166,0,0,0,0,0,0,0,0,63,2021-07-22 07:21:21,63,2021-07-22 07:21:21,0,1971-01-01 00:00:00
167,0,0,0,0,0,0,0,0,63,2021-07-22 07:21:47,63,2021-07-22 07:21:47,0,1971-01-01 00:00:00
168,1,0,0,0,0,0,0,0,63,2021-07-22 07:22:09,63,2021-07-22 07:22:09,0,1971-01-01 00:00:00
169,0,0,0,0,0,0,0,0,63,2021-07-22 07:22:26,27,2021-08-09 08:58:59,0,1971-01-01 00:00:00
170,0,0,0,0,0,0,0,0,63,2021-07-22 07:22:45,6,2021-07-23 07:30:18,0,1971-01-01 00:00:00
171,0,0,0,0,0,0,0,0,63,2021-07-22 07:23:06,63,2021-07-22 07:23:06,0,1971-01-01 00:00:00
172,0,0,0,0,0,0,0,0,63,2021-07-22 07:23:22,63,2021-07-22 07:23:22,0,1971-01-01 00:00:00
173,0,0,0,0,0,0,0,0,63,2021-07-22 07:23:34,63,2021-07-22 07:23:34,0,1971-01-01 00:00:00
174,0,0,0,0,0,0,0,0,63,2021-07-22 07:23:50,63,2021-07-22 07:23:50,0,1971-01-01 00:00:00
175,0,0,0,0,0,0,0,0,63,2021-07-22 07:24:31,63,2021-07-22 07:24:31,0,1971-01-01 00:00:00
176,0,0,0,0,0,0,0,0,63,2021-07-22 07:24:44,63,2021-07-22 07:24:44,0,1971-01-01 00:00:00
177,0,0,0,0,0,0,0,0,63,2021-07-22 07:25:09,63,2021-07-22 07:25:09,0,1971-01-01 00:00:00
178,0,0,0,0,0,0,0,0,63,2021-07-22 07:25:27,63,2021-07-22 07:25:27,0,1971-01-01 00:00:00
179,0,0,0,0,0,0,0,0,63,2021-07-22 07:25:41,63,2021-07-22 07:25:41,0,1971-01-01 00:00:00
180,0,0,0,0,0,0,0,0,63,2021-07-22 07:25:53,63,2021-07-22 07:25:53,0,1971-01-01 00:00:00
181,0,0,0,0,0,0,0,0,63,2021-07-22 07:26:06,63,2021-07-22 07:26:06,0,1971-01-01 00:00:00
182,0,0,0,0,0,0,0,0,63,2021-07-22 07:26:20,63,2021-07-22 07:26:20,0,1971-01-01 00:00:00
183,0,0,0,0,0,0,0,0,63,2021-07-22 07:26:32,63,2021-07-22 07:26:32,0,1971-01-01 00:00:00
184,0,0,0,0,0,0,0,0,63,2021-07-22 07:26:45,63,2021-07-22 07:26:45,0,1971-01-01 00:00:00
185,0,0,0,0,0,0,0,0,63,2021-07-22 07:27:08,63,2021-07-22 07:27:08,0,1971-01-01 00:00:00
186,0,0,0,0,0,0,0,0,63,2021-07-22 07:27:23,63,2021-07-22 07:27:23,0,1971-01-01 00:00:00
187,0,0,0,0,0,0,0,0,63,2021-07-22 07:27:36,63,2021-07-22 07:27:36,0,1971-01-01 00:00:00
188,0,0,0,0,0,0,0,0,63,2021-07-22 07:27:50,63,2021-07-22 07:27:50,0,1971-01-01 00:00:00
189,0,0,0,0,0,0,0,0,63,2021-07-22 07:28:02,63,2021-07-22 07:28:02,0,1971-01-01 00:00:00
190,0,0,0,0,0,0,0,0,63,2021-07-22 07:28:14,63,2021-07-22 07:28:14,0,1971-01-01 00:00:00
191,0,0,0,0,0,0,0,0,63,2021-07-22 07:28:27,63,2021-07-22 07:28:27,0,1971-01-01 00:00:00
192,0,0,0,0,0,0,0,0,63,2021-07-22 07:28:39,63,2021-07-22 07:28:39,0,1971-01-01 00:00:00
193,0,0,0,0,0,0,0,0,63,2021-07-22 07:28:51,63,2021-07-22 07:28:51,0,1971-01-01 00:00:00
194,0,0,0,0,0,0,0,0,63,2021-07-22 07:29:04,63,2021-07-22 07:29:04,0,1971-01-01 00:00:00
195,0,0,0,0,0,0,0,0,63,2021-07-22 07:29:32,63,2021-07-22 07:29:32,0,1971-01-01 00:00:00
196,0,0,0,0,0,0,0,0,63,2021-07-22 07:29:48,63,2021-07-22 07:29:48,0,1971-01-01 00:00:00
197,0,0,0,0,0,0,0,0,63,2021-07-22 07:30:01,63,2021-07-22 07:30:01,0,1971-01-01 00:00:00
198,0,0,0,0,0,0,0,0,63,2021-07-22 07:30:18,63,2021-07-22 07:30:32,0,1971-01-01 00:00:00
199,0,0,0,0,0,0,0,0,63,2021-07-22 07:30:45,63,2021-07-22 07:30:45,0,1971-01-01 00:00:00
200,0,0,0,0,0,0,0,0,63,2021-07-22 07:30:58,63,2021-07-22 07:30:58,0,1971-01-01 00:00:00
201,0,0,0,0,0,0,0,0,63,2021-07-22 07:31:11,63,2021-07-22 07:31:11,0,1971-01-01 00:00:00
202,0,0,0,0,0,0,0,0,63,2021-07-22 07:31:22,63,2021-07-22 07:31:22,0,1971-01-01 00:00:00
203,1,0,0,0,0,0,0,0,63,2021-07-22 07:31:39,63,2021-07-22 07:31:39,0,1971-01-01 00:00:00
204,0,0,0,0,0,0,0,0,63,2021-07-22 07:31:57,63,2021-07-22 07:31:57,0,1971-01-01 00:00:00
205,0,0,0,0,0,0,0,0,63,2021-07-22 07:32:09,63,2021-07-22 07:32:09,0,1971-01-01 00:00:00
206,0,0,0,0,0,0,0,0,63,2021-07-22 07:32:24,63,2021-07-22 07:32:24,0,1971-01-01 00:00:00
207,0,0,0,0,0,0,0,0,63,2021-07-22 07:32:47,63,2021-07-22 07:32:47,0,1971-01-01 00:00:00
208,0,0,0,0,0,0,0,0,131,2021-07-22 07:44:59,131,2021-07-22 07:44:59,0,1971-01-01 00:00:00
209,0,0,0,0,0,0,0,0,131,2021-07-22 07:45:23,131,2021-07-22 07:45:23,0,1971-01-01 00:00:00
210,0,0,0,0,0,0,0,0,131,2021-07-22 07:45:50,131,2021-07-22 07:45:50,0,1971-01-01 00:00:00
211,0,0,0,0,0,0,0,0,131,2021-07-22 07:46:17,131,2021-07-22 07:46:17,0,1971-01-01 00:00:00
212,0,0,0,0,0,0,0,0,131,2021-07-22 07:47:46,27,2021-08-09 06:35:49,0,1971-01-01 00:00:00
213,0,0,0,0,0,0,0,0,131,2021-07-22 07:48:44,131,2021-07-22 07:48:44,0,1971-01-01 00:00:00
214,0,0,0,0,0,1,0,0,1,2021-07-22 08:57:30,27,2021-08-09 06:49:39,0,1971-01-01 00:00:00
215,0,0,0,0,0,1,0,0,1,2021-07-22 08:58:44,27,2021-08-09 06:49:58,0,1971-01-01 00:00:00
216,0,0,0,0,0,0,0,0,1,2021-07-22 08:59:10,1,2021-07-22 08:59:10,0,1971-01-01 00:00:00
217,0,0,0,0,0,0,0,0,1,2021-07-22 08:59:41,1,2021-07-22 08:59:41,0,1971-01-01 00:00:00
218,0,0,0,0,0,0,0,0,1,2021-07-22 09:00:28,1,2021-07-22 09:00:28,0,1971-01-01 00:00:00
219,0,0,2,0,0,0,0,0,1,2021-07-22 09:01:07,27,2021-08-09 07:04:24,0,1971-01-01 00:00:00
220,0,0,0,0,0,1,0,0,1,2021-07-22 09:02:55,27,2021-08-09 07:05:22,0,1971-01-01 00:00:00
